claim_id,result_text,value,unit,denominator_or_grain,date_window,data_scope,evidence_type,source_file,source_row_or_metric,run_id,source_commit_or_version,limitation,data_stage
TARGET_TEST_CAPACITY,预定test主容量,30,percent_of_candidate_records,test候选池;K=floor(c*N);保留选中集合原两臂及未购买者,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test; criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/targeting_test/coverage_comparison.csv,"{""where"":{""rule"":""RANDOM"",""capacity_percent"":""30""},""field"":""capacity_percent""}",targeting-test-01,76a4e9406091389fe30e7553bdbaab17ffd5c012,发布样本容量标准化比较;非真实新增客户/预算/ROI;同源随机留出非跨期跨市场;相同定向名单不算独立证据;该TARGET阶段未比较模型;后续E1/MODEL-EVAL-01另行登记,TARGET-02_frozen_test_holdout
TARGET_TEST_SELECTED_N,test主容量每规则选中记录数,838367,records,test候选池;K=floor(c*N);保留选中集合原两臂及未购买者,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test; criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/targeting_test/coverage_comparison.csv,"{""where"":{""rule"":""RANDOM"",""capacity_percent"":""30""},""field"":""selected_n""}",targeting-test-01,76a4e9406091389fe30e7553bdbaab17ffd5c012,发布样本容量标准化比较;非真实新增客户/预算/ROI;同源随机留出非跨期跨市场;相同定向名单不算独立证据;该TARGET阶段未比较模型;后续E1/MODEL-EVAL-01另行登记,TARGET-02_frozen_test_holdout
TARGET_TEST_N,test候选池总记录数,2794557,records,test候选池;K=floor(c*N);保留选中集合原两臂及未购买者,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test; criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/targeting_test/coverage_comparison.csv,"{""where"":{""rule"":""RANDOM"",""capacity_percent"":""100""},""field"":""selected_n""}",targeting-test-01,76a4e9406091389fe30e7553bdbaab17ffd5c012,发布样本容量标准化比较;非真实新增客户/预算/ROI;同源随机留出非跨期跨市场;相同定向名单不算独立证据;该TARGET阶段未比较模型;后续E1/MODEL-EVAL-01另行登记,TARGET-02_frozen_test_holdout
TARGET_TEST_ACTUAL_C,test主容量实际覆盖比例,0.29999996421615305,fraction_of_candidate_records,test候选池;K=floor(c*N);保留选中集合原两臂及未购买者,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test; criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/targeting_test/coverage_comparison.csv,"{""where"":{""rule"":""RANDOM"",""capacity_percent"":""30""},""field"":""c_actual""}",targeting-test-01,76a4e9406091389fe30e7553bdbaab17ffd5c012,发布样本容量标准化比较;非真实新增客户/预算/ROI;同源随机留出非跨期跨市场;相同定向名单不算独立证据;该TARGET阶段未比较模型;后续E1/MODEL-EVAL-01另行登记,TARGET-02_frozen_test_holdout
TARGET_TEST_RANDOM_G,test30%随机规则G,3.443871736465878,capacity_standardized_difference_per_10000_candidates,test候选池;K=floor(c*N);保留选中集合原两臂及未购买者,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test; criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/targeting_test/coverage_comparison.csv,"{""where"":{""rule"":""RANDOM"",""capacity_percent"":""30""},""field"":""G""}",targeting-test-01,76a4e9406091389fe30e7553bdbaab17ffd5c012,发布样本容量标准化比较;非真实新增客户/预算/ROI;同源随机留出非跨期跨市场;相同定向名单不算独立证据;该TARGET阶段未比较模型;后续E1/MODEL-EVAL-01另行登记,TARGET-02_frozen_test_holdout
TARGET_TEST_TARGET_G,test30%简单定向规则G,6.050240707982031,capacity_standardized_difference_per_10000_candidates,test候选池;K=floor(c*N);保留选中集合原两臂及未购买者,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test; criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/targeting_test/coverage_comparison.csv,"{""where"":{""rule"":""INCREMENTAL"",""capacity_percent"":""30""},""field"":""G""}",targeting-test-01,76a4e9406091389fe30e7553bdbaab17ffd5c012,发布样本容量标准化比较;非真实新增客户/预算/ROI;同源随机留出非跨期跨市场;相同定向名单不算独立证据;该TARGET阶段未比较模型;后续E1/MODEL-EVAL-01另行登记,TARGET-02_frozen_test_holdout
TARGET_TEST_SAME_LIST_DIFF,test30%两种定向同名单的G差,0.0,capacity_standardized_difference_per_10000_candidates,RESPONSE与INCREMENTAL同一份名单;非普遍等价检验,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test; criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/targeting_test/policy_differences.csv,"{""where"":{""capacity_percent"":""30"",""contrast"":""INCREMENTAL_minus_RESPONSE""},""field"":""G_difference""}",targeting-test-01,76a4e9406091389fe30e7553bdbaab17ffd5c012,发布样本容量标准化比较;非真实新增客户/预算/ROI;同源随机留出非跨期跨市场;相同定向名单不算独立证据;该TARGET阶段未比较模型;后续E1/MODEL-EVAL-01另行登记,TARGET-02_frozen_test_holdout
MODEL_VALID_DIFF,响应模型相对简单规则的开发G差,3.8461713615909128,capacity_standardized_difference_per_10000_candidates,valid候选池N=2797762;主容量30%;每策略K=839328;G按候选记录标准化;选中两臂各自记录数为率分母,公开文件无事件日期;原60/20/20随机划分中的valid,criteo_uplift_v2_1_corrected/valid;model_run=uplift-valid-01;simple=criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/uplift_valid_policy_comparison.csv,"{""where"":{""policy"":""RESPONSE_MODEL"",""capacity_percent"":""30""},""field"":""G_minus_FROZEN_SIMPLE""}",uplift-valid-01,f2475315129376c081dc3867623adaa4435f1504,valid用于开发选择;固定模型与名单的成对区间不覆盖学习/发布抽样/迁移/成本风险;旧test在建模前已用于TARGET-02;非首次独立确认/实际新增客户/ROI;未做S减响应直接推断,E1_valid_development_selection
MODEL_VALID_CI_LOW,开发G差成对95%经验区间下界,2.7613791912669727,capacity_standardized_difference_per_10000_candidates,valid候选池N=2797762;主容量30%;每策略K=839328;G按候选记录标准化;选中两臂各自记录数为率分母,公开文件无事件日期;原60/20/20随机划分中的valid,criteo_uplift_v2_1_corrected/valid;model_run=uplift-valid-01;simple=criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/uplift_valid_policy_comparison.csv,"{""where"":{""policy"":""RESPONSE_MODEL"",""capacity_percent"":""30""},""field"":""ci95_low_minus_FROZEN_SIMPLE""}",uplift-valid-01,f2475315129376c081dc3867623adaa4435f1504,valid用于开发选择;固定模型与名单的成对区间不覆盖学习/发布抽样/迁移/成本风险;旧test在建模前已用于TARGET-02;非首次独立确认/实际新增客户/ROI;未做S减响应直接推断,E1_valid_development_selection
MODEL_VALID_CI_HIGH,开发G差成对95%经验区间上界,4.811402261117518,capacity_standardized_difference_per_10000_candidates,valid候选池N=2797762;主容量30%;每策略K=839328;G按候选记录标准化;选中两臂各自记录数为率分母,公开文件无事件日期;原60/20/20随机划分中的valid,criteo_uplift_v2_1_corrected/valid;model_run=uplift-valid-01;simple=criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/uplift_valid_policy_comparison.csv,"{""where"":{""policy"":""RESPONSE_MODEL"",""capacity_percent"":""30""},""field"":""ci95_high_minus_FROZEN_SIMPLE""}",uplift-valid-01,f2475315129376c081dc3867623adaa4435f1504,valid用于开发选择;固定模型与名单的成对区间不覆盖学习/发布抽样/迁移/成本风险;旧test在建模前已用于TARGET-02;非首次独立确认/实际新增客户/ROI;未做S减响应直接推断,E1_valid_development_selection
MODEL_VALID_CAPACITY,valid名义覆盖容量,30,percent_of_candidate_records,valid候选池N=2797762;主容量30%;每策略K=839328;G按候选记录标准化;选中两臂各自记录数为率分母,公开文件无事件日期;原60/20/20随机划分中的valid,criteo_uplift_v2_1_corrected/valid;model_run=uplift-valid-01;simple=criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/uplift_valid_policy_comparison.csv,"{""where"":{""policy"":""RESPONSE_MODEL"",""capacity_percent"":""30""},""field"":""capacity_percent""}",uplift-valid-01,f2475315129376c081dc3867623adaa4435f1504,valid用于开发选择;固定模型与名单的成对区间不覆盖学习/发布抽样/迁移/成本风险;旧test在建模前已用于TARGET-02;非首次独立确认/实际新增客户/ROI;未做S减响应直接推断,E1_valid_development_selection
MODEL_VALID_SELECTED_N,valid每策略主容量选中记录数,839328,records,valid候选池N=2797762;主容量30%;每策略K=839328;G按候选记录标准化;选中两臂各自记录数为率分母,公开文件无事件日期;原60/20/20随机划分中的valid,criteo_uplift_v2_1_corrected/valid;model_run=uplift-valid-01;simple=criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/uplift_valid_policy_comparison.csv,"{""where"":{""policy"":""RESPONSE_MODEL"",""capacity_percent"":""30""},""field"":""selected_n""}",uplift-valid-01,f2475315129376c081dc3867623adaa4435f1504,valid用于开发选择;固定模型与名单的成对区间不覆盖学习/发布抽样/迁移/成本风险;旧test在建模前已用于TARGET-02;非首次独立确认/实际新增客户/ROI;未做S减响应直接推断,E1_valid_development_selection
MODEL_VALID_N,valid候选池记录数,2797762,records,valid候选池N=2797762;主容量30%;每策略K=839328;G按候选记录标准化;选中两臂各自记录数为率分母,公开文件无事件日期;原60/20/20随机划分中的valid,criteo_uplift_v2_1_corrected/valid;model_run=uplift-valid-01;simple=criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/uplift_valid_policy_comparison.csv,"{""where"":{""policy"":""RESPONSE_MODEL"",""capacity_percent"":""30""},""field"":""N_valid""}",uplift-valid-01,f2475315129376c081dc3867623adaa4435f1504,valid用于开发选择;固定模型与名单的成对区间不覆盖学习/发布抽样/迁移/成本风险;旧test在建模前已用于TARGET-02;非首次独立确认/实际新增客户/ROI;未做S减响应直接推断,E1_valid_development_selection
MODEL_TEST_ADDITIONAL_DIFF,响应模型相对简单规则的旧test追加G差,4.314543590400747,capacity_standardized_difference_per_10000_candidates,test候选池N=2794557;主容量30%;每策略K=838367;G按候选记录标准化;选中两臂各自记录数为率分母,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test;model_run=uplift-valid-01;simple=criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/model_evaluation/policy_differences.csv,"{""where"":{""contrast"":""RESPONSE_MODEL_minus_FROZEN_SIMPLE"",""capacity_percent"":""30""},""field"":""G_difference""}",model-eval-test-01,a4d775c1d7883e5f7a4ad6431f406ec53529135c,test此前已用于TARGET-02;建模在其先前结果已知后开展;区间不校正旧test使用或适应性分析且不覆盖学习/发布抽样/迁移/成本;非首次独立确认/实际新增客户/ROI;没有模型最佳或等价结论,MODEL-EVAL-01_reused_test_additional_benchmark
MODEL_TEST_ADDITIONAL_CI_LOW,追加G差成对95%经验区间下界,3.304386470944037,capacity_standardized_difference_per_10000_candidates,test候选池N=2794557;主容量30%;每策略K=838367;G按候选记录标准化;选中两臂各自记录数为率分母,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test;model_run=uplift-valid-01;simple=criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/model_evaluation/policy_differences.csv,"{""where"":{""contrast"":""RESPONSE_MODEL_minus_FROZEN_SIMPLE"",""capacity_percent"":""30""},""field"":""ci95_low""}",model-eval-test-01,a4d775c1d7883e5f7a4ad6431f406ec53529135c,test此前已用于TARGET-02;建模在其先前结果已知后开展;区间不校正旧test使用或适应性分析且不覆盖学习/发布抽样/迁移/成本;非首次独立确认/实际新增客户/ROI;没有模型最佳或等价结论,MODEL-EVAL-01_reused_test_additional_benchmark
MODEL_TEST_ADDITIONAL_CI_HIGH,追加G差成对95%经验区间上界,5.278031310791594,capacity_standardized_difference_per_10000_candidates,test候选池N=2794557;主容量30%;每策略K=838367;G按候选记录标准化;选中两臂各自记录数为率分母,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test;model_run=uplift-valid-01;simple=criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/model_evaluation/policy_differences.csv,"{""where"":{""contrast"":""RESPONSE_MODEL_minus_FROZEN_SIMPLE"",""capacity_percent"":""30""},""field"":""ci95_high""}",model-eval-test-01,a4d775c1d7883e5f7a4ad6431f406ec53529135c,test此前已用于TARGET-02;建模在其先前结果已知后开展;区间不校正旧test使用或适应性分析且不覆盖学习/发布抽样/迁移/成本;非首次独立确认/实际新增客户/ROI;没有模型最佳或等价结论,MODEL-EVAL-01_reused_test_additional_benchmark
MODEL_TEST_ADDITIONAL_CAPACITY,旧test追加评价名义覆盖容量,30,percent_of_candidate_records,test候选池N=2794557;主容量30%;每策略K=838367;G按候选记录标准化;选中两臂各自记录数为率分母,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test;model_run=uplift-valid-01;simple=criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/model_evaluation/policy_differences.csv,"{""where"":{""contrast"":""RESPONSE_MODEL_minus_FROZEN_SIMPLE"",""capacity_percent"":""30""},""field"":""capacity_percent""}",model-eval-test-01,a4d775c1d7883e5f7a4ad6431f406ec53529135c,test此前已用于TARGET-02;建模在其先前结果已知后开展;区间不校正旧test使用或适应性分析且不覆盖学习/发布抽样/迁移/成本;非首次独立确认/实际新增客户/ROI;没有模型最佳或等价结论,MODEL-EVAL-01_reused_test_additional_benchmark
MODEL_TEST_ADDITIONAL_SELECTED_N,旧test每策略主容量选中记录数,838367,records,test候选池N=2794557;主容量30%;每策略K=838367;G按候选记录标准化;选中两臂各自记录数为率分母,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test;model_run=uplift-valid-01;simple=criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/model_evaluation/policy_differences.csv,"{""where"":{""contrast"":""RESPONSE_MODEL_minus_FROZEN_SIMPLE"",""capacity_percent"":""30""},""field"":""selected_n""}",model-eval-test-01,a4d775c1d7883e5f7a4ad6431f406ec53529135c,test此前已用于TARGET-02;建模在其先前结果已知后开展;区间不校正旧test使用或适应性分析且不覆盖学习/发布抽样/迁移/成本;非首次独立确认/实际新增客户/ROI;没有模型最佳或等价结论,MODEL-EVAL-01_reused_test_additional_benchmark
MODEL_TEST_ADDITIONAL_N,旧test候选池记录数（100%容量）,2794557,records,test候选池N=2794557;主容量30%;每策略K=838367;G按候选记录标准化;选中两臂各自记录数为率分母,公开文件无事件日期;原60/20/20随机划分中的test,criteo_uplift_v2_1_corrected/test;model_run=uplift-valid-01;simple=criteo-targeting-rules-v1,B_public_randomized_source_evaluation,reports/model_evaluation/policy_differences.csv,"{""where"":{""contrast"":""RESPONSE_MODEL_minus_FROZEN_SIMPLE"",""capacity_percent"":""100""},""field"":""selected_n""}",model-eval-test-01,a4d775c1d7883e5f7a4ad6431f406ec53529135c,test此前已用于TARGET-02;建模在其先前结果已知后开展;区间不校正旧test使用或适应性分析且不覆盖学习/发布抽样/迁移/成本;非首次独立确认/实际新增客户/ROI;没有模型最佳或等价结论,MODEL-EVAL-01_reused_test_additional_benchmark
